
Current theta : [ 2.02181 , 0.407467 , -0.06949 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0.47	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.48	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.49	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.5	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.51	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.52	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.53	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.54	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.55	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.56	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.57	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.58	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.59	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.6	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.61	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.62	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.63	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.64	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.65	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.66	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.67	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.68	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.69	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.7	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.71	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.72	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.73	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.74	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.75	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.76	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.77	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.78	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.79	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.8	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.81	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.82	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.83	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.84	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.85	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.86	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.87	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.88	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.89	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.9	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.91	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.92	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.93	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.94	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.95	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.96	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.97	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.98	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.99	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
